Date,Time,Meal_Time,Student_ID,Item,Quantity,Actual_Item_Price,Price,Total_Amount,Payment_Mode,Weather,Rating,Taste,DayOfWeek
08-10-2025,19:46,Evening Snacks,40,Juice,1,30,30,30,UPI,Cloudy,4.7,Excellent,Wednesday
08-10-2025,18:18,Evening Snacks,41,Upma,1,30,30,30,UPI,Sunny,4.5,Excellent,Wednesday
08-10-2025,19:48,Evening Snacks,41,South Indian Thali,3,90,90,270,UPI,Rainy,4.3,Very Good,Wednesday
08-10-2025,08:06,Breakfast,83,Coffee,1,90,90,90,UPI,Sunny,4.4,Very Good,Wednesday
08-10-2025,08:44,Breakfast,97,Idly,1,30,30,30,UPI,Cloudy,4.3,Very Good,Wednesday
08-10-2025,17:45,Evening Snacks,80,Dosa,1,40,40,40,Card,Rainy,4.2,Very Good,Wednesday
08-10-2025,19:32,Evening Snacks,62,Samosa,3,15,15,45,UPI,Rainy,4.4,Very Good,Wednesday
08-10-2025,12:05,Lunch,38,Idly,1,50,50,50,UPI,Sunny,3.5,Average,Wednesday
08-10-2025,12:57,Lunch,100,Fried Rice,1,70,70,70,UPI,Sunny,4.1,Good,Wednesday
08-10-2025,15:03,Evening Snacks,54,Bhel Puri,3,45,45,135,UPI,Sunny,4,Good,Wednesday
08-10-2025,18:20,Evening Snacks,89,Coffee,1,40,40,40,UPI,Rainy,4,Good,Wednesday
08-10-2025,12:09,Lunch,61,Chapati,1,45,45,45,Cash,Windy,3.8,Good,Wednesday
08-10-2025,09:57,Breakfast,12,Tea,1,30,30,30,UPI,Rainy,4.2,Very Good,Wednesday
08-10-2025,19:48,Evening Snacks,45,Juice,3,30,30,90,UPI,Rainy,3.7,Good,Wednesday
08-10-2025,12:49,Lunch,78,Dosa,1,15,15,15,UPI,Sunny,3.8,Good,Wednesday
08-10-2025,15:45,Evening Snacks,70,Sandwich,1,25,25,25,Cash,Sunny,3.7,Good,Wednesday
08-10-2025,09:34,Breakfast,34,Dosa,2,50,50,100,UPI,Sunny,4.3,Very Good,Wednesday
08-10-2025,19:38,Evening Snacks,78,Pani Puri,1,25,25,25,Cash,Cloudy,4,Good,Wednesday
08-10-2025,12:50,Lunch,1,Sandwich,1,25,25,25,UPI,Sunny,3.8,Good,Wednesday
08-10-2025,13:15,Lunch,92,Fried Rice,1,40,40,40,UPI,Sunny,3.9,Good,Wednesday
08-10-2025,12:39,Lunch,98,North Indian Thali,1,70,70,70,UPI,Sunny,4,Good,Wednesday
08-10-2025,16:40,Evening Snacks,4,Coffee,3,40,40,120,Cash,Rainy,4.6,Excellent,Wednesday
08-10-2025,12:48,Lunch,31,Sandwich,1,45,45,45,UPI,Sunny,3.5,Average,Wednesday
08-10-2025,13:45,Lunch,81,Tea,3,70,70,210,Cash,Sunny,4.3,Very Good,Wednesday
08-10-2025,19:48,Evening Snacks,20,Veg Biryani,1,80,80,80,UPI,Sunny,4.2,Very Good,Wednesday
08-10-2025,13:17,Lunch,37,Tea,2,50,50,100,Cash,Cloudy,3.6,Average,Wednesday
08-10-2025,13:16,Lunch,44,Juice,2,30,30,60,Cash,Sunny,4.6,Excellent,Wednesday
08-10-2025,12:25,Lunch,60,Tea,3,12,12,36,UPI,Sunny,4.2,Very Good,Wednesday
08-10-2025,12:02,Lunch,98,Tea,1,40,40,40,Card,Sunny,3.8,Good,Wednesday
08-10-2025,19:04,Evening Snacks,72,Chapati,3,35,35,105,UPI,Rainy,3.3,Average,Wednesday
08-10-2025,17:10,Evening Snacks,77,Idly,1,25,25,25,Cash,Rainy,4.1,Good,Wednesday
08-10-2025,16:09,Evening Snacks,12,Bhel Puri,1,30,30,30,UPI,Cloudy,4,Good,Wednesday
08-10-2025,17:37,Evening Snacks,43,Bisibele Bath,1,50,50,50,UPI,Cloudy,3.6,Average,Wednesday
08-10-2025,12:43,Lunch,52,Ice Cream,1,25,25,25,UPI,Sunny,3.6,Average,Wednesday
08-10-2025,12:15,Lunch,5,Sandwich,3,15,15,45,UPI,Sunny,4.3,Very Good,Wednesday
08-10-2025,19:55,Evening Snacks,29,Dosa,1,40,40,40,UPI,Rainy,3.2,Average,Wednesday
08-10-2025,19:53,Evening Snacks,47,South Indian Thali,1,90,90,90,Cash,Rainy,4.1,Good,Wednesday
08-10-2025,13:01,Lunch,69,Coffee,1,30,30,30,Cash,Cloudy,3.9,Good,Wednesday
08-10-2025,17:35,Evening Snacks,38,Idly,1,25,25,25,UPI,Rainy,4.2,Very Good,Wednesday
08-10-2025,19:38,Evening Snacks,35,Bhel Puri,3,30,30,90,UPI,Sunny,3.9,Good,Wednesday
08-10-2025,19:04,Evening Snacks,53,Coffee,1,15,15,15,UPI,Cloudy,4.1,Good,Wednesday
08-10-2025,13:29,Lunch,47,South Indian Thali,1,15,15,15,UPI,Windy,3.7,Good,Wednesday
08-10-2025,17:35,Evening Snacks,39,Idly,3,25,25,75,UPI,Cloudy,4,Good,Wednesday
08-10-2025,13:02,Lunch,1,Veg Biryani,2,70,70,140,UPI,Windy,4.2,Very Good,Wednesday
08-10-2025,19:12,Evening Snacks,51,Idly,1,25,25,25,UPI,Cloudy,4.1,Good,Wednesday
08-10-2025,08:50,Breakfast,48,Upma,1,90,90,90,UPI,Cloudy,4.2,Very Good,Wednesday
08-10-2025,13:07,Lunch,35,Veg Biryani,2,25,25,50,UPI,Cloudy,3.6,Average,Wednesday
08-10-2025,16:15,Evening Snacks,76,Juice,1,25,25,25,UPI,Rainy,3.8,Good,Wednesday
09-10-2025,15:21,Evening Snacks,82,Juice,1,50,50,50,UPI,Sunny,3.8,Good,Thursday
09-10-2025,12:17,Lunch,21,Juice,3,15,15,45,Cash,Sunny,3.9,Good,Thursday
09-10-2025,14:00,Lunch,60,Idly,3,45,45,135,Cash,Sunny,4.5,Excellent,Thursday
09-10-2025,15:29,Evening Snacks,51,Bhel Puri,1,40,40,40,UPI,Windy,3.9,Good,Thursday
09-10-2025,09:31,Breakfast,60,Upma,1,90,90,90,UPI,Rainy,3.5,Average,Thursday
09-10-2025,19:06,Evening Snacks,35,Pani Puri,1,25,25,25,Cash,Cloudy,4.2,Very Good,Thursday
09-10-2025,15:17,Evening Snacks,78,French Fries,3,50,50,150,UPI,Sunny,4.5,Excellent,Thursday
09-10-2025,18:24,Evening Snacks,72,Chapati,1,35,35,35,UPI,Rainy,3.5,Average,Thursday
09-10-2025,15:15,Evening Snacks,45,French Fries,2,70,70,140,Cash,Cloudy,4.8,Excellent,Thursday
09-10-2025,12:27,Lunch,98,Veg Biryani,1,40,40,40,UPI,Sunny,4.2,Very Good,Thursday
09-10-2025,12:51,Lunch,88,Juice,2,30,30,60,UPI,Sunny,4.4,Very Good,Thursday
09-10-2025,13:03,Lunch,90,Ice Cream,3,90,90,270,UPI,Sunny,4.6,Excellent,Thursday
09-10-2025,12:30,Lunch,18,Veg Biryani,2,90,90,180,UPI,Windy,4.4,Very Good,Thursday
09-10-2025,15:03,Evening Snacks,82,Coffee,2,25,25,50,UPI,Sunny,4,Good,Thursday
09-10-2025,18:43,Evening Snacks,9,Dosa,1,40,40,40,UPI,Rainy,4.5,Excellent,Thursday
09-10-2025,15:03,Evening Snacks,88,French Fries,1,50,50,50,UPI,Sunny,4.1,Good,Thursday
09-10-2025,08:29,Breakfast,41,Upma,1,90,90,90,UPI,Sunny,4.4,Very Good,Thursday
09-10-2025,09:07,Breakfast,17,Bisibele Bath,1,15,15,15,UPI,Sunny,4.5,Excellent,Thursday
09-10-2025,12:09,Lunch,40,North Indian Thali,1,30,30,30,UPI,Sunny,3.6,Average,Thursday
09-10-2025,15:07,Evening Snacks,94,Tea,1,50,50,50,Card,Cloudy,4.3,Very Good,Thursday
09-10-2025,12:12,Lunch,75,Chapati,2,50,50,100,UPI,Cloudy,3.9,Good,Thursday
09-10-2025,12:58,Lunch,98,Sandwich,2,15,15,30,Cash,Sunny,4.1,Good,Thursday
09-10-2025,19:43,Evening Snacks,92,South Indian Thali,1,90,90,90,UPI,Cloudy,4.1,Good,Thursday
09-10-2025,15:54,Evening Snacks,71,Juice,1,45,45,45,UPI,Sunny,4,Good,Thursday
09-10-2025,12:41,Lunch,81,Chapati,1,15,15,15,Cash,Cloudy,4.6,Excellent,Thursday
09-10-2025,15:50,Evening Snacks,88,Coffee,1,12,12,12,UPI,Sunny,3.5,Average,Thursday
09-10-2025,08:23,Breakfast,61,Dosa,2,15,15,30,Cash,Cloudy,3.3,Average,Thursday
09-10-2025,08:33,Breakfast,73,Chapati,1,30,30,30,UPI,Cloudy,3.2,Average,Thursday
09-10-2025,13:17,Lunch,28,Coffee,1,90,90,90,UPI,Sunny,4.4,Very Good,Thursday
09-10-2025,17:36,Evening Snacks,27,Upma,1,30,30,30,UPI,Sunny,3.7,Good,Thursday
09-10-2025,18:43,Evening Snacks,72,Upma,1,30,30,30,UPI,Cloudy,4.1,Good,Thursday
09-10-2025,13:37,Lunch,49,Bisibele Bath,2,50,50,100,UPI,Sunny,4,Good,Thursday
09-10-2025,19:47,Evening Snacks,61,Upma,2,30,30,60,UPI,Rainy,3.6,Average,Thursday
09-10-2025,16:30,Evening Snacks,44,Juice,3,30,30,90,Cash,Rainy,4.3,Very Good,Thursday
09-10-2025,12:17,Lunch,74,Ice Cream,2,30,30,60,UPI,Sunny,3.9,Good,Thursday
09-10-2025,12:00,Lunch,30,Ice Cream,1,90,90,90,Card,Sunny,3.9,Good,Thursday
09-10-2025,19:12,Evening Snacks,39,Bisibele Bath,1,50,50,50,UPI,Cloudy,4.1,Good,Thursday
09-10-2025,16:17,Evening Snacks,87,Pani Puri,1,40,40,40,UPI,Rainy,4.3,Very Good,Thursday
09-10-2025,12:41,Lunch,89,Idly,1,25,25,25,UPI,Windy,3.6,Average,Thursday
09-10-2025,12:49,Lunch,42,Sandwich,1,40,40,40,UPI,Sunny,4.3,Very Good,Thursday
09-10-2025,16:17,Evening Snacks,16,French Fries,1,30,30,30,UPI,Rainy,4.6,Excellent,Thursday
09-10-2025,09:46,Breakfast,28,Idly,1,50,50,50,Cash,Cloudy,3.4,Average,Thursday
09-10-2025,13:39,Lunch,17,Fried Rice,1,90,90,90,UPI,Windy,4.1,Good,Thursday
09-10-2025,15:59,Evening Snacks,54,Bhel Puri,1,30,30,30,Cash,Sunny,3.9,Good,Thursday
09-10-2025,15:04,Evening Snacks,94,French Fries,1,45,45,45,UPI,Sunny,4.3,Very Good,Thursday
09-10-2025,09:42,Breakfast,47,Dosa,2,25,25,50,UPI,Sunny,3.5,Average,Thursday
09-10-2025,13:42,Lunch,22,Sandwich,3,50,50,150,UPI,Sunny,4.7,Excellent,Thursday
09-10-2025,15:38,Evening Snacks,94,Juice,2,25,25,50,UPI,Sunny,3.4,Average,Thursday
09-10-2025,16:41,Evening Snacks,64,Bhel Puri,1,30,30,30,UPI,Cloudy,3.9,Good,Thursday
09-10-2025,09:22,Breakfast,65,Bisibele Bath,1,90,90,90,UPI,Cloudy,4.2,Very Good,Thursday
09-10-2025,12:53,Lunch,56,Bisibele Bath,1,50,50,50,UPI,Sunny,3.7,Good,Thursday
09-10-2025,08:05,Breakfast,66,Idly,1,30,30,30,Cash,Cloudy,3.7,Good,Thursday
09-10-2025,19:42,Evening Snacks,53,Juice,1,30,30,30,Cash,Cloudy,4.1,Good,Thursday
09-10-2025,09:13,Breakfast,63,Upma,2,30,30,60,Cash,Sunny,4,Good,Thursday
09-10-2025,15:13,Evening Snacks,90,Coffee,3,12,12,36,Card,Sunny,4,Good,Thursday
09-10-2025,16:02,Evening Snacks,10,Coffee,3,50,50,150,UPI,Cloudy,4.3,Very Good,Thursday
09-10-2025,16:30,Evening Snacks,41,Juice,3,25,25,75,UPI,Cloudy,3.8,Good,Thursday
09-10-2025,08:36,Breakfast,19,Chapati,1,30,30,30,UPI,Windy,4.1,Good,Thursday
09-10-2025,18:51,Evening Snacks,96,Upma,1,30,30,30,UPI,Cloudy,3.8,Good,Thursday
09-10-2025,18:05,Evening Snacks,21,Dosa,1,40,40,40,Cash,Cloudy,3.7,Good,Thursday
09-10-2025,16:30,Evening Snacks,43,Sandwich,1,25,25,25,UPI,Rainy,3.9,Good,Thursday
09-10-2025,13:59,Lunch,1,Juice,1,30,30,30,Cash,Sunny,3.8,Good,Thursday
09-10-2025,09:27,Breakfast,18,Bisibele Bath,1,90,90,90,UPI,Sunny,3.8,Good,Thursday
09-10-2025,19:15,Evening Snacks,23,Tea,1,12,12,12,Cash,Cloudy,4.5,Excellent,Thursday
09-10-2025,12:50,Lunch,90,Dosa,3,90,90,270,UPI,Cloudy,3.9,Good,Thursday
09-10-2025,09:05,Breakfast,27,Chapati,1,80,80,80,UPI,Rainy,3.7,Good,Thursday
09-10-2025,16:09,Evening Snacks,38,Bhel Puri,3,25,25,75,UPI,Sunny,4,Good,Thursday
09-10-2025,12:06,Lunch,90,Ice Cream,1,30,30,30,Cash,Sunny,4,Good,Thursday
09-10-2025,13:22,Lunch,96,Coffee,2,45,45,90,UPI,Sunny,3.5,Average,Thursday
09-10-2025,16:51,Evening Snacks,66,Tea,1,45,45,45,UPI,Cloudy,3.9,Good,Thursday
09-10-2025,19:39,Evening Snacks,25,Samosa,2,15,15,30,Cash,Cloudy,3.9,Good,Thursday
09-10-2025,15:00,Evening Snacks,20,Tea,2,25,25,50,UPI,Windy,3.9,Good,Thursday
09-10-2025,12:15,Lunch,74,Veg Biryani,1,50,50,50,UPI,Sunny,4.3,Very Good,Thursday
09-10-2025,12:49,Lunch,54,Sandwich,2,40,40,80,UPI,Sunny,4.1,Good,Thursday
09-10-2025,12:40,Lunch,53,South Indian Thali,3,90,90,270,UPI,Cloudy,4.5,Excellent,Thursday
09-10-2025,13:25,Lunch,42,Bisibele Bath,1,12,12,12,Card,Sunny,4,Good,Thursday
09-10-2025,19:06,Evening Snacks,33,Dosa,1,40,40,40,UPI,Sunny,4.7,Excellent,Thursday
09-10-2025,12:00,Lunch,58,Tea,3,25,25,75,UPI,Sunny,3.8,Good,Thursday
09-10-2025,16:43,Evening Snacks,38,Bhel Puri,1,50,50,50,Cash,Cloudy,3.7,Good,Thursday
09-10-2025,08:09,Breakfast,42,Tea,1,50,50,50,UPI,Cloudy,4.2,Very Good,Thursday
10-10-2025,13:54,Lunch,9,Veg Biryani,1,30,30,30,Card,Sunny,4.5,Excellent,Friday
10-10-2025,16:18,Evening Snacks,19,Coffee,1,12,12,12,UPI,Sunny,3.4,Average,Friday
10-10-2025,12:52,Lunch,66,Tea,1,15,15,15,Card,Sunny,3.9,Good,Friday
10-10-2025,12:40,Lunch,94,Fried Rice,1,90,90,90,UPI,Windy,3.8,Good,Friday
10-10-2025,15:31,Evening Snacks,39,Sandwich,3,30,30,90,UPI,Sunny,4.1,Good,Friday
10-10-2025,12:27,Lunch,23,Sandwich,1,25,25,25,UPI,Sunny,4,Good,Friday
10-10-2025,18:25,Evening Snacks,29,Fried Rice,3,70,70,210,UPI,Rainy,4.5,Excellent,Friday
10-10-2025,18:11,Evening Snacks,2,Upma,3,30,30,90,UPI,Rainy,4,Good,Friday
10-10-2025,19:43,Evening Snacks,77,French Fries,2,50,50,100,UPI,Rainy,4.5,Excellent,Friday
10-10-2025,19:27,Evening Snacks,44,Dosa,1,40,40,40,UPI,Sunny,3.9,Good,Friday
10-10-2025,15:14,Evening Snacks,35,Sandwich,3,50,50,150,UPI,Sunny,4.4,Very Good,Friday
10-10-2025,08:40,Breakfast,97,Tea,1,90,90,90,Card,Cloudy,4.1,Good,Friday
10-10-2025,13:28,Lunch,2,Bisibele Bath,3,50,50,150,UPI,Sunny,4.7,Excellent,Friday
10-10-2025,13:21,Lunch,33,Dosa,3,12,12,36,Cash,Cloudy,3.4,Average,Friday
10-10-2025,08:43,Breakfast,6,Chapati,2,50,50,100,UPI,Windy,3.5,Average,Friday
10-10-2025,15:55,Evening Snacks,33,Tea,3,40,40,120,UPI,Sunny,4.7,Excellent,Friday
10-10-2025,13:51,Lunch,12,South Indian Thali,1,30,30,30,UPI,Windy,3.7,Good,Friday
10-10-2025,19:33,Evening Snacks,79,Bisibele Bath,1,50,50,50,UPI,Rainy,3.7,Good,Friday
10-10-2025,16:48,Evening Snacks,13,Juice,1,40,40,40,UPI,Cloudy,3.6,Average,Friday
10-10-2025,19:50,Evening Snacks,56,South Indian Thali,3,90,90,270,UPI,Sunny,4.5,Excellent,Friday
10-10-2025,12:46,Lunch,66,Tea,1,25,25,25,UPI,Sunny,3.5,Average,Friday
10-10-2025,19:55,Evening Snacks,67,Upma,3,30,30,90,Card,Rainy,4,Good,Friday
10-10-2025,19:35,Evening Snacks,51,Sandwich,3,45,45,135,Cash,Sunny,3.9,Good,Friday
10-10-2025,17:00,Evening Snacks,21,Tea,2,40,40,80,UPI,Cloudy,4.4,Very Good,Friday
10-10-2025,15:28,Evening Snacks,4,Ice Cream,3,15,15,45,Cash,Sunny,3.8,Good,Friday
10-10-2025,16:32,Evening Snacks,22,Coffee,1,30,30,30,UPI,Cloudy,4.2,Very Good,Friday
10-10-2025,13:01,Lunch,13,Tea,1,12,12,12,UPI,Sunny,3.5,Average,Friday
10-10-2025,12:00,Lunch,28,Tea,3,45,45,135,Cash,Sunny,4.9,Excellent,Friday
10-10-2025,19:54,Evening Snacks,98,Bisibele Bath,3,50,50,150,UPI,Rainy,3.9,Good,Friday
10-10-2025,16:04,Evening Snacks,49,Bhel Puri,1,50,50,50,UPI,Rainy,4,Good,Friday
10-10-2025,19:24,Evening Snacks,76,South Indian Thali,3,90,90,270,UPI,Cloudy,4.7,Excellent,Friday
10-10-2025,17:39,Evening Snacks,29,Dosa,1,40,40,40,Cash,Rainy,3.8,Good,Friday
10-10-2025,15:57,Evening Snacks,4,Sandwich,3,35,35,105,UPI,Sunny,4.7,Excellent,Friday
10-10-2025,17:58,Evening Snacks,8,Bhel Puri,3,30,30,90,UPI,Sunny,3.8,Good,Friday
10-10-2025,18:49,Evening Snacks,81,French Fries,3,50,50,150,Cash,Sunny,4.3,Very Good,Friday
10-10-2025,16:25,Evening Snacks,75,Tea,2,50,50,100,UPI,Cloudy,3.8,Good,Friday
10-10-2025,17:18,Evening Snacks,41,South Indian Thali,1,90,90,90,UPI,Sunny,3.5,Average,Friday
10-10-2025,15:09,Evening Snacks,70,Coffee,3,30,30,90,UPI,Windy,4.2,Very Good,Friday
10-10-2025,18:55,Evening Snacks,46,South Indian Thali,1,90,90,90,UPI,Rainy,4.3,Very Good,Friday
10-10-2025,09:03,Breakfast,39,Tea,2,25,25,50,UPI,Windy,3.5,Average,Friday
10-10-2025,16:17,Evening Snacks,27,Juice,3,40,40,120,UPI,Cloudy,3.9,Good,Friday
10-10-2025,13:05,Lunch,3,Sandwich,2,90,90,180,UPI,Sunny,4.5,Excellent,Friday
10-10-2025,19:55,Evening Snacks,31,Poori,1,45,45,45,UPI,Sunny,4.2,Very Good,Friday
10-10-2025,12:13,Lunch,4,Tea,3,40,40,120,Cash,Sunny,3.8,Good,Friday
10-10-2025,17:22,Evening Snacks,83,Dosa,3,40,40,120,UPI,Rainy,3.8,Good,Friday
10-10-2025,15:49,Evening Snacks,66,Sandwich,1,25,25,25,Card,Windy,4.8,Excellent,Friday
10-10-2025,13:43,Lunch,1,North Indian Thali,2,25,25,50,UPI,Sunny,3.4,Average,Friday
10-10-2025,13:37,Lunch,16,Fried Rice,1,15,15,15,UPI,Windy,4,Good,Friday
10-10-2025,15:16,Evening Snacks,76,Juice,1,90,90,90,UPI,Sunny,3.4,Average,Friday
10-10-2025,13:10,Lunch,36,Tea,1,40,40,40,Cash,Sunny,4.5,Excellent,Friday
10-10-2025,16:59,Evening Snacks,59,French Fries,3,25,25,75,UPI,Cloudy,4,Good,Friday
10-10-2025,12:40,Lunch,59,Sandwich,3,90,90,270,UPI,Sunny,4.1,Good,Friday
10-10-2025,16:50,Evening Snacks,44,Tea,1,15,15,15,UPI,Rainy,5,Excellent,Friday
10-10-2025,17:03,Evening Snacks,99,South Indian Thali,1,90,90,90,UPI,Sunny,3.8,Good,Friday
10-10-2025,19:48,Evening Snacks,44,Dosa,1,40,40,40,Cash,Rainy,4.7,Excellent,Friday
10-10-2025,09:48,Breakfast,46,Upma,1,90,90,90,UPI,Rainy,3.8,Good,Friday
10-10-2025,16:07,Evening Snacks,67,Bhel Puri,1,25,25,25,UPI,Sunny,3.9,Good,Friday
10-10-2025,18:11,Evening Snacks,66,Idly,1,25,25,25,UPI,Cloudy,5,Excellent,Friday
10-10-2025,12:09,Lunch,7,Juice,3,25,25,75,Cash,Sunny,3.9,Good,Friday
10-10-2025,17:26,Evening Snacks,7,Tea,1,12,12,12,UPI,Rainy,3.5,Average,Friday
11-10-2025,12:56,Lunch,100,Juice,1,50,50,50,UPI,Sunny,4.1,Good,Saturday
11-10-2025,16:35,Evening Snacks,58,Bhel Puri,2,15,15,30,UPI,Rainy,3.9,Good,Saturday
11-10-2025,15:06,Evening Snacks,82,Coffee,1,30,30,30,UPI,Windy,4.1,Good,Saturday
11-10-2025,19:40,Evening Snacks,38,Bisibele Bath,3,50,50,150,UPI,Cloudy,3.9,Good,Saturday
11-10-2025,13:00,Lunch,98,Sandwich,1,50,50,50,UPI,Sunny,4.9,Excellent,Saturday
11-10-2025,18:48,Evening Snacks,9,Tea,1,12,12,12,UPI,Cloudy,4.2,Very Good,Saturday
11-10-2025,12:17,Lunch,98,Chapati,1,50,50,50,UPI,Sunny,3.6,Average,Saturday
11-10-2025,15:26,Evening Snacks,64,Juice,3,40,40,120,UPI,Windy,4,Good,Saturday
11-10-2025,16:57,Evening Snacks,85,Coffee,1,15,15,15,UPI,Rainy,3.7,Good,Saturday
11-10-2025,13:05,Lunch,91,Juice,3,15,15,45,UPI,Sunny,3.9,Good,Saturday
11-10-2025,13:46,Lunch,91,North Indian Thali,1,50,50,50,Cash,Sunny,3.6,Average,Saturday
11-10-2025,12:20,Lunch,39,Coffee,1,30,30,30,UPI,Windy,4.8,Excellent,Saturday
11-10-2025,13:34,Lunch,81,Ice Cream,1,25,25,25,Cash,Sunny,3.7,Good,Saturday
11-10-2025,12:31,Lunch,4,Chapati,2,90,90,180,UPI,Sunny,4.3,Very Good,Saturday
11-10-2025,18:16,Evening Snacks,91,French Fries,2,50,50,100,UPI,Cloudy,3.9,Good,Saturday
11-10-2025,13:33,Lunch,46,Sandwich,1,50,50,50,UPI,Sunny,3.5,Average,Saturday
11-10-2025,12:10,Lunch,15,Bisibele Bath,3,90,90,270,UPI,Cloudy,4.1,Good,Saturday
11-10-2025,08:00,Breakfast,22,Bisibele Bath,1,25,25,25,UPI,Rainy,4.2,Very Good,Saturday
11-10-2025,15:12,Evening Snacks,83,Pani Puri,1,15,15,15,UPI,Sunny,4.2,Very Good,Saturday
11-10-2025,17:25,Evening Snacks,36,Sandwich,1,45,45,45,Cash,Rainy,3,Average,Saturday
11-10-2025,16:29,Evening Snacks,72,Tea,1,30,30,30,UPI,Rainy,3.5,Average,Saturday
11-10-2025,18:55,Evening Snacks,76,Idly,1,25,25,25,Cash,Cloudy,4.4,Very Good,Saturday
11-10-2025,19:17,Evening Snacks,26,Bisibele Bath,1,50,50,50,Card,Cloudy,3.6,Average,Saturday
11-10-2025,17:38,Evening Snacks,96,Coffee,1,15,15,15,UPI,Cloudy,4.1,Good,Saturday
11-10-2025,16:22,Evening Snacks,15,Coffee,1,30,30,30,UPI,Cloudy,3.5,Average,Saturday
11-10-2025,18:46,Evening Snacks,77,South Indian Thali,1,90,90,90,Card,Cloudy,4.3,Very Good,Saturday
11-10-2025,12:53,Lunch,1,Chapati,1,90,90,90,UPI,Sunny,4.4,Very Good,Saturday
11-10-2025,18:40,Evening Snacks,18,Upma,1,30,30,30,UPI,Rainy,4.3,Very Good,Saturday
11-10-2025,13:29,Lunch,70,Chapati,3,30,30,90,UPI,Sunny,4.4,Very Good,Saturday
11-10-2025,08:26,Breakfast,29,Dosa,2,15,15,30,UPI,Sunny,4.6,Excellent,Saturday
13-10-2025,16:19,Evening Snacks,79,Coffee,2,25,25,50,UPI,Rainy,3.5,Average,Monday
13-10-2025,13:21,Lunch,16,Ice Cream,3,30,30,90,UPI,Sunny,3.7,Good,Monday
13-10-2025,13:18,Lunch,9,Idly,1,30,30,30,UPI,Sunny,4.4,Very Good,Monday
13-10-2025,12:50,Lunch,18,Juice,3,90,90,270,UPI,Sunny,4.5,Excellent,Monday
13-10-2025,17:28,Evening Snacks,49,Upma,1,30,30,30,UPI,Cloudy,3.7,Good,Monday
13-10-2025,09:14,Breakfast,79,Poori,2,45,45,90,Cash,Rainy,3.7,Good,Monday
13-10-2025,13:14,Lunch,63,Tea,1,40,40,40,Cash,Windy,3.7,Good,Monday
13-10-2025,13:48,Lunch,78,Sandwich,3,50,50,150,UPI,Sunny,3.4,Average,Monday
13-10-2025,09:58,Breakfast,96,Upma,1,50,50,50,UPI,Rainy,3.5,Average,Monday
13-10-2025,13:33,Lunch,100,North Indian Thali,1,15,15,15,UPI,Cloudy,3.5,Average,Monday
13-10-2025,18:05,Evening Snacks,69,South Indian Thali,1,90,90,90,UPI,Cloudy,3.9,Good,Monday
13-10-2025,12:00,Lunch,30,Tea,1,90,90,90,UPI,Sunny,4.1,Good,Monday
13-10-2025,12:46,Lunch,48,Veg Biryani,1,50,50,50,Cash,Sunny,4.2,Very Good,Monday
13-10-2025,16:14,Evening Snacks,15,French Fries,1,40,40,40,UPI,Rainy,3.8,Good,Monday
13-10-2025,19:30,Evening Snacks,76,Ice Cream,1,80,80,80,UPI,Sunny,3.8,Good,Monday
13-10-2025,12:17,Lunch,2,North Indian Thali,1,30,30,30,UPI,Windy,4,Good,Monday
13-10-2025,12:31,Lunch,55,Veg Biryani,2,90,90,180,UPI,Sunny,3.4,Average,Monday
13-10-2025,15:06,Evening Snacks,65,Tea,1,80,80,80,UPI,Cloudy,4.4,Very Good,Monday
13-10-2025,09:32,Breakfast,11,Coffee,1,90,90,90,UPI,Rainy,4.5,Excellent,Monday
13-10-2025,12:10,Lunch,33,South Indian Thali,1,25,25,25,UPI,Sunny,3.7,Good,Monday
13-10-2025,13:08,Lunch,2,Tea,1,40,40,40,UPI,Sunny,3.8,Good,Monday
13-10-2025,17:19,Evening Snacks,86,Dosa,3,40,40,120,UPI,Sunny,4.5,Excellent,Monday
13-10-2025,15:40,Evening Snacks,98,French Fries,1,50,50,50,UPI,Sunny,4,Good,Monday
13-10-2025,18:44,Evening Snacks,75,Dosa,2,40,40,80,Cash,Rainy,4.2,Very Good,Monday
13-10-2025,13:58,Lunch,34,Fried Rice,1,30,30,30,UPI,Windy,4,Good,Monday
13-10-2025,17:50,Evening Snacks,24,South Indian Thali,1,90,90,90,UPI,Rainy,4.6,Excellent,Monday
13-10-2025,09:04,Breakfast,90,Coffee,1,30,30,30,UPI,Cloudy,4.2,Very Good,Monday
13-10-2025,17:35,Evening Snacks,13,Upma,1,30,30,30,UPI,Rainy,4.2,Very Good,Monday
13-10-2025,17:06,Evening Snacks,14,South Indian Thali,1,90,90,90,UPI,Cloudy,4.2,Very Good,Monday
13-10-2025,08:40,Breakfast,13,Chapati,1,15,15,15,UPI,Windy,3.8,Good,Monday
13-10-2025,12:31,Lunch,19,North Indian Thali,3,30,30,90,UPI,Sunny,3.8,Good,Monday
13-10-2025,12:17,Lunch,30,Coffee,1,25,25,25,UPI,Sunny,4.3,Very Good,Monday
13-10-2025,13:25,Lunch,18,Sandwich,2,25,25,50,Cash,Sunny,4.1,Good,Monday
13-10-2025,09:24,Breakfast,15,Upma,1,45,45,45,Card,Windy,3.5,Average,Monday
13-10-2025,13:08,Lunch,13,Juice,3,30,30,90,UPI,Sunny,4.7,Excellent,Monday
13-10-2025,12:22,Lunch,15,South Indian Thali,2,40,40,80,UPI,Sunny,4.4,Very Good,Monday
